,id_aportacion,fecha_aportacion,no_aportacion,detalle_aportacion,monto_aportacion,ci_persona
2239,77eb93394f744f99bfca6359734211da,2021-12-27,60,gROK3dwmZ4kPAYCtTjk5kBQjW,751,6525831415
2240,b876380632bf41b99ade5d2e8637ea2d,2020-07-14,47,Em3wYWv1Jb43ghxnQ9Lp4NtmJ,144,2615839406
2241,7917574366f84a819d01f28443ab3c17,2021-08-16,47,QR5u0Ro58XwaTR8hBCgyOulwt,463,4683618652
2242,17fdc296c88e4ca2b8b3771248e999ad,2020-04-02,85,ivgFTnHD8y5XmGxtWCQc3FYVj,496,8072497642
2243,075d6c48da504e99a04b45b607b3a596,2021-04-14,60,CI8GZYJUFaEKLP7XTkvNvm1mL,799,0007657891
2244,6f21b801d2084ce0bfe16494eeb03915,2022-07-27,74,Ll7SVGji1IHB3Ue7DNByEF0Vk,148,4389102807
2245,98256aa0f8274344a5b6f871c97095bc,2022-06-01,59,j117QS8dshAQFmKqBlHGI2MGZ,123,7330607704
2246,6f8b940e12874f2a9e93a2e7e2d7ca5f,2021-01-02,26,727IUy0e6vAtn5ArdN3NcaCzK,795,4873403590
2247,c2e03e028fd44b05a940333c8daed660,2020-10-03,79,rhOnVOLWEtS8PfwIw3sOrpAfe,951,2103633368
2248,5453123fde434b86a983f1f13a995a3f,2022-03-09,43,1cGYVx7WyAlmwqm6ButNO9vnY,488,1788274085
2249,9fcd0ce36b224d9a9a1fd5d3b4215712,2022-01-17,55,x04R9yGtpVfMJp5vbAjrJ6Abf,426,8816107704
2250,ac01afd1d65e415f96f1232dd7e09ba4,2020-06-14,40,YclEuOTi74bmCwCvi7oyrQRlO,191,3475955836
2251,6353262447f44d15bfc2f1073e3a08af,2022-03-13,45,KddTQJmTVVdF58Pkqn4JT4FEY,397,7241015174
2252,c780281b7e964e12bc0edfda63fb3843,2022-11-23,76,UFAZOgH54oQkfquwS0x4Zchax,937,7544284548
2253,452588f83a734891b8f7c94a04701a2a,2021-03-16,38,hIKGQhZValVPWR87bugrgdYge,608,8764550777
2254,fecde53581094c4182ae1e59566b35a3,2020-05-12,49,cx8o3kvkXDcTAu3RiwoCZJ8Au,505,7685342598
2255,510c856d761d4ae2b97f933c79517cb0,2020-04-06,01,xclUDlZbwEPTEyv4YKMcQtqXu,111,4221509936
2256,91d2ab8c6e2a48ea852dfb515bac940b,2021-02-02,40,ZjDwDVEeKtliH6EuRCS9qmNUW,021,0691180691
2257,8f06bc227dc346bb95fb381221ee8fe2,2021-05-16,33,9DJo4ImbCe14WFZSmlbRWOcYi,221,7326491034
2258,3ed7bb7536a7455c94546eb1ebb1ea8c,2021-02-27,45,plyJH1eV0Du7GqvBGsYDuBNbc,735,8828187929
2259,a9077e7972184e3fbaebf9362a253840,2022-01-26,22,KTmABBo8kE5uX02IWm9zlTio3,658,4690183161
2260,49b1ddc92b554f07aabf7c0571b4e019,2020-06-03,53,k3tEdZpRKKHdafLREXU8oxTmG,046,8755361943
2261,6176b0d39e8049d5a9c4e1d0166bddc7,2021-02-10,67,h9bStWyp0S8JQTCEmdB9pauMj,849,3838270802
2262,9d2acc3ba01142048ac176bc7301a50d,2020-06-12,49,5Qsm3SH9jQQXLfIfudiJaJxWX,060,9811477969
2263,b49463aff3df4cc9a0e5fcf26ed888b8,2022-03-29,44,hMEWOULnitljyBYacTgQNsgNe,109,0171960124
2264,4718a2d0cd6543b6a9773df0c89f6a2c,2020-01-20,44,XqSKloWmH0M1SbHlwWBhpNrvn,905,0773861066
2265,c2c22ede4ac444e68263e764ad1925bc,2021-03-30,63,wcFlLSanwSMgwsnlgDGgnsoOu,853,4402853958
2266,dd75d9f0bddd4edc95916449c2b7e738,2020-06-01,47,wII1XsT67rNO9iMf1M7gH1QWJ,337,4785357734
2267,d74f210f9c5d4e5dbc9e083d4f412ac9,2022-03-22,05,c4EZmvsgjE7TwBOJwuYlnL0bV,311,3063222100
2268,71adc723f7da4e77ad3422bf8a5d4617,2022-11-30,47,WqIno8ZLcGHm8u0UEHParY9TZ,210,4875162169
2269,c6c05a978a7c43b58a05a9a8172c64f2,2022-05-31,47,AoZKa2OuEoS0adCdffcoPfhPz,250,7986299587
2270,1edd8bed05f745b2b73df0ca8d895b3a,2021-10-13,77,kMnGbT9IfJmv5BaRF8bWBSiOO,681,4838356252
2271,7a3f70f5a6d14898bce620da7eca4b3d,2020-07-09,23,y2yHeHexDf2j2BrOAgUSbdR8I,989,2264039666
2272,dc71cffb7e614b6f95a0d993122a31f8,2022-02-05,34,8HLUfy0sAxf8PrXR1oBWfVGqW,738,0188391648
2273,ca0bdd4d45904609900ad8e562a04da8,2020-06-11,70,QnAiDaS3Zhnlax7PgoS66gk5r,866,4220243415
2274,230e2c5885c74beab381beeca99a6a99,2021-08-19,15,YtKuFIOUnooBmwo982BCfvdg0,423,0247636743
2275,16acd6b3f1654e558a645f496e783d2e,2020-03-02,89,6Q73f7eIZMaGmhetMWARMBGup,431,1132023906
2276,574e728c9cb94ed282c740030603b17e,2022-04-27,89,aNAoCnvoCMCEfRUSWaUjpOb2i,092,6320154072
2277,57c99ee60176435883d40a0ad1798002,2021-10-27,01,ZYTzfhRcxiSMk2dVbXniVLoXn,426,2101436182
2278,14d6d00812e44681aeffba8adc9efe11,2021-02-23,17,fpXrmhT8u4asuigyHGYDexSr9,427,6175051919
2279,c8b0170fac9447839377b1aac2e63843,2020-09-27,86,trq2ykEcfKanFJqF6EwHpZtmM,244,7436543012
2280,419df307b5e443619f4e7d7b31ace5e1,2022-03-07,56,JH1rdC6isdl2L1sqTe6RKFiGZ,109,6985737728
2281,cdb8b8acff1c4c0990a3b27405b87423,2021-02-28,01,zj0viehShQosfqe5ZYSDDcMoD,913,4657792514
2282,f7dfa86d80f640d1962c9419be7302e9,2021-07-02,06,qsRxhQeyRYo8cq0qdQXjRQYwU,757,0947513384
2283,d659ee1c315141f792c326cd300066bf,2021-06-26,45,6Gh7YbMbinxyiCJoyJ5RsGn10,860,1378160847
2284,1cb29411303144e88a14ccc05e3e9952,2020-09-10,99,LgYEYjG0av3mlMpn5g1qf4iCA,216,8276960044
2285,cb7534d26e924049b68bd267ff79ebc6,2021-09-10,30,e09GzRyZA9oqVRssJ5eDds0f6,778,5410298709
2286,08a77c44a60b45519070c0c71abc85b7,2021-05-30,46,boe3tJYJpUAerPKZaLY77HOjP,053,1134430933
2287,555463c6655e49c1aede660d2cb18d16,2021-11-04,43,8WNGFyCIx4UmG5iI8IPneiCyV,094,9442448707
2288,8668ad96b3444ccbb34ea7a6d5cd8fa0,2020-12-17,92,MU9etGoJ9GpBUhBPE0cckuZtm,386,3691789858
2289,892d9f41ad5d42958681bde136c889a2,2021-06-27,36,qLFsZJJTc7UmxEz4eWz1TXUZL,670,8968765462
2290,1daa81827784406198a5e7954d249e9e,2022-06-25,93,zzfe4TRXS9yaVEbOhRQIdC3o1,358,8493517297
2291,6f384bda57af459c972606d0e203496d,2020-04-26,81,hShhERfJWxGVAPrNxRgQPUGYk,242,3313609832
2292,a1a6573594f4430c9a7fed8678dc197d,2021-07-21,56,TF5aASHWawYJlyPoc2zs8Cn5f,167,3944961844
2293,300438c5f8904d76bfe8f422895e0a7c,2020-12-21,88,NhO6lLU0Ei3wkvmIyRGrIUlbA,784,4233647388
2294,b85c0a8034094454b9949305c6bb8ea3,2022-07-11,21,KBbIw2oeR2DKMs4IVbRFjJlLg,131,7236454829
2295,4518ea52517645f1a6900b0aa63ed13a,2021-04-03,48,ZamS6ttMoAsuFRNibKeZUCpiA,285,2684046936
2296,291f0c05da4648cc82aa2d63548bfac1,2021-06-02,91,eusJmkSmfqbNcYdh7qRJf0uaR,128,4169197185
2297,9b84bf6cb2134cb0a4ae3773bea260b6,2020-10-13,49,pBXXVgEuRZpSvKPm1cYoPcx7Z,249,1773692327
2298,7eb7c586d5b444f98e8c6a1c2d1d6e0f,2021-09-01,42,yypG1TPDBmvBpYkKrbyRaC34O,850,4455565199
2299,68eacbb4323343a0b5df2d8899ef551e,2022-05-02,17,wm0vs1YNzG1yiqRETnsviM7oU,637,2670268019
2300,227fbfe530d449d8849b687de85b06ec,2020-03-03,27,EAIOcIDUrzdwEejBqdkRrL2sM,684,7794789628
2301,03f82f4268a347fea10f6d63e95e4916,2022-10-03,66,G59Gf3IGBtlGVpu4oMhAFxH6I,822,9308320439
2302,39c1231da66b43e18a34bc35b6c67455,2021-11-21,14,HgUiN6MMceqZxptxcke0N1KPI,271,4748888235
2303,d437e0bebb1b4135a778b06f7dffc472,2020-04-09,20,29QMzIKeCIG9aZDxc1jatM96B,429,2895358261
2304,ed81b5a8ef7743a7a44395ef11a3679a,2022-08-19,77,vkkMmVky8g5m7RAqc8nQhS9FT,816,1638318625
2305,7f3971dcb2b84f11bc935b4427d23064,2020-10-30,05,dMRVc1cEjErL775nfcpVPWMti,790,6612590663
2306,16a7c42e7d934d9d83f8e4aab131fdb8,2020-11-07,18,SN1mH5x5sR3WUjmB4c03kiUyY,257,8916564161
2307,107d6f730087421a8c9374ed5a33275c,2022-05-24,72,wvamtukGi6pKzX7UsEZb6bbhd,636,8071798213
2308,4d77a6f4ba7944d5b2a961678b617f7a,2020-05-27,66,hO76iZfVrqsYWAfiLnvpX6WqZ,794,7175835555
2309,d99d6e6b813143e782d2a1fdec02ec1f,2021-03-01,04,y7saHZV35smoW89KqlIisnbrK,176,7758441042
2310,b34d15b37ebf485bba054ec9d6da6ab2,2020-03-18,61,F99AODgENRAXlEWtrD2reZhZ1,914,5394838014
2311,84e16a17d2974bf9ad2cfdaab8ad86db,2020-05-23,46,vhgNrDoWsytWFCFNcEjN8q690,656,0848658347
2312,56a433276e6c4d81835c7183cdb525bc,2021-06-09,98,Gt6gq6wKNVTy06W9d5LGa22sv,807,4411065137
2313,047fd3dcde504a83b49de93950441d4e,2020-07-26,71,WWoaeOdr7uCUFpWVru11QkedJ,047,2052962471
2314,3a086f54503241d0a752ee340d12c8e8,2020-02-01,09,S6y7WcCCOTDCjTwYlOaPHaSwP,229,9995439305
2315,c60984d5a2fd40feb355a9d560860b0f,2021-10-19,43,gAa6AWINPuvPzeVZC0K2aI9Qi,303,7309845123
2316,2634e2ba82564dd09b1f055dda073bcd,2021-02-19,89,OqaypIS87X80djQ4XZssS3qNK,996,7015539926
2317,4069bd854f1c4da499162af756421531,2021-12-20,10,KshfMaRf94iDVNEFDanz2Pb79,099,3164550513
2318,782d675442294ac0a96a44e5d19e544d,2022-04-11,65,VhkCemUzMtiNzXkbxtI1gZSNN,402,8403089140
2319,1bde475f16414d72837f70dbe3404ab9,2020-06-28,89,fyRLM4IzeYPNUDHspZbR5kMOE,531,3692487629
2320,df9d33b331674e4e877371bfdaeeadc0,2020-12-19,83,GAJF23DRKWJOdQySnzMlPKhfp,862,5781537609
2321,f822dda6529c481283fedd0317d32f11,2021-02-14,97,FhiwJbfCvO1j24R9aNDnfeHxw,660,6046710074
2322,894520ffda7f40c285c3b85339ae32fe,2020-10-09,19,nsH6BwOJj3lerW0o3yMsPvq8h,835,8868695164
2323,3be5898f6f114884b551df2e4c9e93e2,2020-08-12,39,nbiRNbFQbqAwNeQ5ikuk3RUpf,323,9706458425
2324,2247449a58c142918a99bfce307536ac,2021-08-19,79,CSiAnS9GZCaiUUc4OXmDfBoyG,469,1707654609
2325,17e17f0d2ecd4541b08f76948636ea41,2020-07-27,86,OLLY6jy9zfx0Bh93WFr9nzBrH,700,6467070762
2326,d8eb15bff50245efbdb44f52750d0a7e,2020-05-03,14,OyjpAUY7i1PkE0kPAZS6YV5GB,288,1591635232
2327,26ea3c942a8846809a72e24fffa50f11,2021-03-06,46,Hlb4tDW0mhx0zKsnWmWgTVON4,335,1534956718
2328,6a7caf06bef949b4a67a324dd53d00d7,2022-05-30,81,4JJcEOPOQ8y4nT5NKZD8CaKQl,864,1896339090
2329,c38f4522eca548ffb174fc5b3d8eca98,2020-02-22,60,7ows0hOUgn0bjB7RwbFv9C65S,025,3001821751
2330,589e6a8d4c17449fa6644c91cd3cd906,2022-11-13,72,7RBFT3wwAuWOFmyWqalyPbCjS,182,8325386249
2331,86350150b5a3423d80434ba49ed1c8e8,2021-12-21,87,MvuxA7HWXxl8DgvKavwtZ7qt3,995,4602652626
2332,d6203c2fe22548ed8f60447d27b7fff7,2020-06-29,93,ezhlXGrOrcVbebFYAgUwC1dNi,845,6139301735
2333,780ad733536f4a06befa20c215011d83,2022-10-29,42,nGNPkTHzDTxCIeT89s7ROkJTA,928,6034642579
2334,229f76243b8a49d8965ae3e39a37e28d,2020-01-04,36,4LtHBVx68ad2sSCbYepMWLvks,089,5268760271
2335,0fa1ba358fff47a39c0e0bb2d8b8a3d6,2022-07-17,23,Qo2JR80gi5d1tnwP49y0PawRW,205,1858664151
2336,0dd92c1012834167b6a7d2655aea96fd,2021-12-24,86,W96mgSxrXhhen4AhdLBxeG6VC,496,7935260841
2337,67fa38aa0bbd4f8596baa454d7f10c4c,2022-09-02,62,Gah7JXAGtE88KKZdc9Ch1xudl,850,3632858998
2338,bd4de4f34acd4e85972010f0973788d8,2022-08-25,15,p972tsUwUZy0NTZWX4jJ5Xtkh,776,7364943826
2339,d72ec0991cd444209cfa784eeae0cd16,2020-09-11,59,IXOwIswn3A280otxs0mUsTMtn,294,4229978302
2340,daebc0d1ff3347109dbadf89a1076f54,2022-09-26,63,ZII7VEp6iRWZLhlkLhgSg7AuP,589,7934091301
2341,f8d665d68f7d470fbbeee1ee54cb65e8,2020-11-19,14,6uauShab9m3B0gPp2XVNgH4rn,479,3592684147
2342,dadd663a18d34d479b625d4081500392,2022-01-22,42,6Yv5dfSzX4u4c2SzZfjpF2B8y,396,0525704336
2343,d4ed85e8561640c7a96b193144f55666,2021-08-17,00,jmPluTZE4Qc5TYsIX9g7lTLEi,400,0830375533
2344,6618eb061d254ef0bf05534f8e58414b,2022-08-29,90,up5qiEMAakLj24S8vGzzMJ7af,800,1111820267
2345,fe964b606539462fb092beb37ceb8c9b,2021-10-16,28,9gGtGjK14Ts16nXvJVC73RAdo,007,1865524420
2346,5d21e90213cb4039ac19e8ed25621fb4,2021-06-20,24,7LuQrKgQyai3v8duBMbzVZrqT,912,7069376566
2347,afc8bf333f4c42b18b87068770edd073,2022-07-20,26,RnNTmUXtDx3R4Pq2t2NoK6spZ,902,5235949089
2348,bb5d95539c514995a22c060cf2b20906,2020-07-10,94,QVcV3bnEyvE2NXNAcsLjYcfwL,523,6129739150
2349,c911b2f9341f4d54b980bcc33c7e042b,2020-07-04,89,l7a1q8DUUfoxpV7CvB0vXuo0N,396,6214728405
2350,bcf8ee0bfe0d48bbb494be35bac6ee62,2021-05-29,61,aC32VEAAEwaADKyLgZR3clkHn,491,3655090951
2351,c944e7e47d40448a9c39e1da248bd27e,2020-05-01,19,sfT554naTGyUzTCKZrRjFfj3n,598,6708383183
2352,4c37d383466948f5bb1e6f767645ab8d,2022-01-31,48,U3jVPeGN7gXhXhdXWa6qrHsKG,534,3244231431
2353,19c7e510665d47e99d1f284eeac978d6,2020-08-28,93,3JgLFinv6AcI9m81UnPwGx0CF,862,5649747799
2354,1a4c1eb7546749c583afc8a0853a545d,2020-02-22,65,mmfrKV3EQRDN0rYGZUV8Jv9Lm,953,7378878472
2355,ba2eeb86cd4d4d17878cfea489cfcafb,2021-09-24,22,ImnzbVKzQkZfKatCqKxz73qQB,200,7109946627
2356,d7496bfd43574e07800972fc185704d3,2021-11-07,36,KgOjoPLMSCcMaDlkvKAY5JPXd,313,2555909197
2357,247c5e4b317349ccb9fc4a5782ce6a1a,2020-12-06,58,YydYOD1wxm8yBgn9QTqZgp66z,851,2501246495
2358,1727cf345b854d9b91a8bb03895ae324,2021-06-26,29,l4WYdUgG3cOES7bq89t9xR86w,777,4634656860
2359,526609fb8ca04b44a6daf9725f6ccdd0,2021-05-15,27,Zeuyd3qbzr2ZopEwFPhqN1LkK,223,6785489738
2360,e064349d11fe44049f461ae0932f35c3,2021-11-20,67,aTDp8wfFDmv7XoAL1fMkjSRkX,113,4331060704
2361,182c3b0109354c7fa8299198fcd705af,2022-05-28,08,A9vaZG24rlE7sou23Z64EmwsB,516,9544190564
2362,e2577099801741a6af91fb81bcb53518,2022-05-08,33,BAYQ6Pg2AMFetNuLQp4upHzhZ,509,3128305663
2363,8598742557ee41018133507fa681f82d,2021-05-09,40,JrHYnU4KnPwVNiin7h6bxftEs,055,0739854571
2364,dd5ce7cbc1d54d9a9f25365bad11b4a7,2022-04-15,75,0ph5zPOsoZ5J0TZKm7PHZDTz9,816,0858366398
2365,b6d4d693c8254362993d2298715a9138,2022-10-14,60,gvsZ53iSkmaJk2shGjIX5ixkb,139,2530956545
2366,575e3920dfd64809a7ebfc1379a34bba,2022-04-09,54,yDIGOUEK0oC3vanrxHsgX2tfT,083,6302475629
2367,843ab429ed6e430491c1adbe11fba68f,2020-11-02,94,wckxprEbYKDw5B13xz6JAnihI,226,7732859404
2368,7e4964da34d04cbe90efc736f95d8230,2022-01-30,62,YZgjk8LrOYNT7pd5Aur8EEHNl,817,2361004254
2369,b8d423ffba284a69bdc9f748eddfd3bd,2020-12-29,61,lvFGJpRS8HSUhOJbdB9X5XVh8,053,6420644627
2370,325572391065474dae84782526cbade4,2021-08-26,03,AWwEDPKLQ0zwD342lzFFQ5F9Z,255,8151992846
2371,7a30a2e67486414e818fb32f4e818abe,2022-08-02,70,ktcnv7yZNtFfCFgCglhQ9gwfi,449,2407315875
2372,9642dc39ea1443f6acaf943aae123ecc,2022-05-21,09,kETviWkYjYu1qEb42hYhP2XSx,847,6733234055
2373,221f24a655dd4e27bead9d3e7f06edf7,2020-11-09,06,DgXRQBOreaq9lBnwswCREBIt5,637,7831330886
2374,820e26d36b9a4349a0e950acbe9915c4,2021-06-22,37,rXUkAvhP7tFzStJGnuftDKg4v,073,5073968247
2375,59a4d76cab1045fba620e5d52b6ad78e,2020-03-03,03,VBX8OmQGAKAddWVHDLaRLph7k,747,3925268546
2376,1141d1a4dfd64b0a839015dbd7a0e18f,2021-07-10,83,bBQUuMXDUznxSdWzdMTjNpKyh,348,0697860279
2377,93371ff3ed814ad9882911d191cb6802,2020-08-06,46,PPUzx112R0Qhzsq29HanwydWg,688,2325680311
2378,70a96a4622114e8781721fbeb6baef96,2021-06-12,80,hTFtjoQjAgyA58SagCruyugxi,195,6709814865
2379,e585258696724fe6a4de1e2cb8106a07,2020-03-02,15,y8nFo3UabwRdlAKUcaWfVei0o,376,0301101249
2380,f19a490966e64204b6180e17e2dac4c2,2022-03-20,35,Sro4br6VrqdixSfuShAPjWETN,845,3494867147
2381,faf5a32c993c4b41a518f217a016167b,2022-10-31,24,LqGXGIdoVQROm4GpGuL3cPzqC,668,8406600890
2382,383c26a9fef84701b6aeec39b705b1e2,2021-11-01,36,ZWujISlW2pbjKUO8QTcOsIguk,643,2937615863
2383,85db8e10953c404db82aef77457076ef,2022-04-18,39,rdHrOdkmZpLda9XbdZWNG3EzN,727,8880139788
2384,04d465bdfdaa46c4bbb907f73efc995e,2021-04-03,20,FmXshSBfBUWNwNzZeMgMRAehG,635,3366669124
2385,965e7aaaee7e49859086efbc17bece75,2022-05-09,32,pphQjwTpXVh6Bkxryd0x7RCd8,590,2561250105
2386,9d148b4759c94365a3c46d761609a771,2022-08-24,22,z7LaAH7UrefWAYdcda4Ib4SnW,034,5510889632
2387,ce1e3261b64c47cf93fe64b05bf2f6fa,2020-01-02,14,Eks7Axv5OdLlmwzdnT4IQovF6,929,4250722283
2388,f4e8179a409d4c9681d3f51272cfbb96,2021-11-13,30,QJsHOqSxN6Os7uSjWdwjiyKWC,793,5840842272
2389,2092d9440fca4d2699b5be5453302f0d,2020-09-09,33,5fN5eUJKEKOvJj8nNm2Jdn6eQ,378,9786527801
2390,bd4e4a73c3214417b02b8a5b90ec4894,2020-12-08,87,HnoRx0sEoz2XLxX6bf9h0vKQ9,865,0567508331
2391,20718377bf5941339845249c05dc5114,2022-04-09,47,bXc2Zl2M4rRjzkGCL84IBxvHF,942,4977620967
2392,93352f2fc9ce46668eac45274eb8be7d,2022-10-13,00,TIWV3stRqzR2rdWCa9tLuCu8j,209,3938859473
2393,f0574b50a5e7473fb8bb71e2b486a119,2020-02-19,84,tz6SRWiiF6uvf2JkPhuGq5fN4,149,0801453480
2394,7935f26334244e62852535e7fb8bc83b,2022-05-31,35,zy5rJtmuZPjmDveEoVo8IoD2A,668,7755328537
2395,2715cc13870147ffbe9ecdb8cf3fb549,2021-08-22,65,s1bfbndU755fHbqEitE36CtIJ,262,2218257739
2396,cd2496e5eadd4a5bab52368481940c20,2021-09-06,35,PNuUzyy671F4kMBtChRxTzi9R,864,8810711783
2397,f4194ac88464470eb8577b964a6ea24c,2021-05-24,63,m7luzpy6lV4tUWof8VAIwfNWr,237,3329287301
2398,f8e1d713547946b6b924a142a9047a1e,2022-03-03,47,b6SHybljyCr6GzctRaiNv9sOc,189,0726932203
2399,65299bab30814f3b9befe6d53a0a67e4,2020-02-04,41,0eDB7KJUChJDuqQb8bToDshTD,485,7698242242
2400,4600e1ea727240fcba5a7a7a50fa5d59,2022-08-29,69,mu6WAS6eZ1wPPjnEUCPBPutdr,012,9935643671
2401,3f4346ab73584dca99725654c6a6a04b,2022-01-30,28,99ZTM7f70r27BSOfHrpgNVlZN,648,9515840372
2402,a27eeade2a7f498891a68081b5664cb4,2022-06-07,87,a7WSDQEmYdKBRNCCzRdfGgpnT,408,1326023090
2403,722da13e38f946ebb6a241d88cf8e409,2022-11-12,55,itaSb6v1ITGcKyrau90VYeBTa,760,2247313859
2404,11a3b1e3705f4c2481f5ea1c912a729d,2022-01-11,56,CZ8jm5JUDuJII66fnqYWBh4wU,420,7299041408
2405,a714477e5344482085bd78a65e298557,2021-05-07,60,6aJOx0VUO68IxPQIXjpuqtN1d,409,9538847427
2406,713bcd17249e4ca3ab4fb1a885e24b69,2020-09-10,31,BiNF5Nv0JCc0mi0TTTQpjSKSS,295,9640780488
2407,bd522de5757f48a5bbf8ea38346f4bad,2022-08-11,55,7srPRLz0gkY1aAt8PQi2sQBL9,320,4804642213
2408,3e195f30c18740b3913f091e9f76c1ab,2020-05-06,78,WKjbl4zSo6N83dC2VffbdWENx,886,4533336566
2409,9d0b9ae0978a4188a7c0a3c5bc650438,2021-11-04,76,nxiCaafMmgrj2fbB03BUFLwMA,741,8082357786
2410,741dc31c896c48fb94c599ffc1fe1422,2020-01-21,41,eCl10yEMVNSk6hCZXTwKiFgo3,938,3376363575
2411,5a6f2146f86d4a809e6d20cd7d90e5db,2020-05-03,29,7Oek199nTCrX6bs6uoFg1190w,826,7994157190
2412,acb1e5ac25bc4d328062f364f1c2bccc,2020-02-21,09,SGBeKaHkiQ97XtHL0W8g8DYgh,762,1349485725
2413,77a41f6ddfe94487b637e01725729f55,2021-09-30,69,k8kCv0XgGW3U3rDrrt92MUO4D,952,1054168338
2414,b8aadcec34d64a8d83a826c281a411e0,2021-03-18,29,RyrUfhZEknOrFf596jvBKLa5b,377,4190228265
2415,051fbc55ff764b118d87565e4a4f2f5a,2020-08-30,61,Uu4DC4uVTvu8pN9kQdF61KQXf,890,9885578733
2416,cf7b65536e8847b1952fafbea2b0e302,2022-07-10,97,zrcQNUNDWPcxerR0f42MV1I3D,278,7029882902
2417,7136094595c249b4b3cf9c6e9efc4e9d,2020-10-03,64,6sfAPn51Z8CcMAIFd8k1vk5iM,158,0534396324
2418,a140050f869645a49ec00457273a0ac2,2022-03-12,79,CupjZxJ0nmYUneyEWKmR2JAZh,486,3385679947
2419,928cfab3d84b4e1c876fe11f5ab426ce,2020-03-30,21,3KngTaIhss8svP8Pi9uCUsjRR,891,0646863124
2420,a13207ba95884351995d30659abb9fee,2020-07-25,39,TKxiOXZvWiwLD87zLvOlI5ZWa,983,5508208546
2421,1008028ab0354fb881e68600410833a5,2022-03-29,20,339m2XezVRvPDYDJeOLYe2zJD,467,0629018324
2422,22a85db10c444db08b75dc1278818f15,2020-11-09,93,YqhvGx5f1SWI8MFqZMs15XhEi,232,6586199589
2423,42cfdb4e008840baa2fdd768af524249,2020-10-19,77,GOojpxgV9fZkRm1Cx87gGKT2F,601,5757507171
2424,56f7295de3d04c098be18a13434cfc25,2020-07-05,08,kw45zSpUC0YHHaX1u7BwG9zdC,372,7570480287
2425,a84b8a4dac494ac3b91c2ec5c7c85d51,2022-08-11,95,NnsQbud5rv8OHtIZtc7yyikUW,191,0654984400
2426,a50c435124714203a36991a405d8c608,2020-02-16,81,z6CPg6IBo01JJ7fI1wn0DkztZ,533,5809641919
2427,a91e816930e04af59c191aa20dc25c5b,2021-03-03,76,58qVoW3ZF0g3vHi8CC7gYmrwN,348,4160375654
2428,a8e0ae89763e428a8247efa0759a0bed,2021-10-20,97,bLwgs13LkgPTjeCsHtv5o2dfP,757,4573852265
2429,fb774cb71df644cab0f38843c98e5719,2021-08-14,21,l8kVVhmt8DV657gllbBThjwxl,111,7786788144
2430,017690c89ca84dd1811c30a8e480430d,2022-03-29,66,Py6KNUNCpnBB365biXLXHvMW6,990,3624010026
2431,f365d56f139e453f866c92a6ddaad9fa,2022-04-08,51,vUDYa2GpmUwM2p7xuiBuZDnaq,793,7787644570
2432,367bd10a928c4a3bb3022be3885e99ca,2022-11-18,12,WkpaBhLodUP41AslQ3Zaq1DMU,980,3058477613
2433,526403ab424a48439cf541a37708a9f0,2022-03-14,68,2DAcAAGRcGQMbYdCLbAAtFbJc,300,8378050285
2434,cc95a70109d44781a158cee1107e0203,2021-01-01,14,F260lrDBOLQJ26YhQ3V2xIGMa,408,4552968570
2435,c3d0dc0e1b854981bdeb15421ec2dd83,2020-12-24,37,5aRd0qjk7lcfBQdewTj1UxbJ1,686,1290420921
2436,2f9ac2dd1e814ba987c2e9ed4f4d1d76,2022-07-08,96,YfRR2pYZHMjrpUw2jR3c6r3GW,124,1341158685
2437,c88719ecf94f4d44b8db8604bd0b4c60,2021-11-22,81,cfvjel0qd2L3Ovehb4xPM7WJN,564,3633794447
2438,c26e312000b74f04be8765bc3a09bd21,2020-03-16,22,GuSxoXx1TUWK5GSx22RDt6ehf,174,6159088895
2439,28c96d5616304b679a65e1eaf3894c92,2021-09-30,33,jSGQhEwsT68fqFnddQRWZkoZ2,300,5616906209
2440,99278c97cb0841ab8e0770e7e1fd3592,2020-10-25,81,nNkqcRxKEt0cOWj7IQwPWpKFu,172,1759938967
2441,adc6456f8296420b8e569630864c4b79,2022-01-11,61,PMZRpJfDoJvoIRfX3Ufkn62Cw,719,4309393936
2442,2715d010c2524aaaa590764a8035b3ba,2021-11-06,39,6q0TQ7wmypsqnNX2EHgKv0Lrm,203,7681813311
2443,60154e51a963423eb436d099ae9c0352,2021-06-14,97,iOL6jKZ9ir3sms1KwAjZW6QFX,616,5772063757
2444,be8bffc05d184d3cb043d89b06d72254,2020-04-21,44,sZfkUmawKgmnlmmcAC2EuUvpW,496,6311208383
2445,b9d7f705e39244d58eaf4b83c3ef6eba,2020-10-26,77,lzSPci5viKj4Q4py4aaNXDNgg,509,3564568826
2446,9c4009b806e041688da668d1b5f77b8b,2020-10-10,28,ljVRgwakdaGjEBwoT0cgDDDnO,701,8272335446
2447,51691145401e40608dc9aaae67d875e6,2020-01-16,64,PYPbBKWki1xvf7Ytg0CuWO0ml,772,9110530301
2448,b7236adac15c4495bc9a02990cbc7230,2022-06-12,96,fwSQoT0UXNPlkwCYdwOl9wiPT,469,3744794260
2449,e25bdb14e51a4c4bb62f7cb524e0f7f9,2021-04-06,89,dUHyL6Ths1lKU4ZCGAgC6joDN,773,0464487055
2450,59a527c3f9d345b9916940b9b635504c,2021-07-04,92,01pHe5JIKd9AbWeT4aXnz2PhI,469,6518912775
